Unnamed: 0,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
29075,31.0,United States,USA,792.0,792.0,0,CONCACAF,2006-12-18
29076,32.0,Tunisia,TUN,790.0,790.0,0,CAF,2006-12-18
29083,1.0,Brazil,BRA,1588.0,1588.0,0,CONMEBOL,2006-12-18
29085,3.0,Argentina,ARG,1551.0,1551.0,0,CONMEBOL,2006-12-18
29086,4.0,France,FRA,1523.0,1523.0,0,UEFA,2006-12-18
29087,5.0,England,ENG,1359.0,1359.0,0,UEFA,2006-12-18
29088,6.0,Germany,GER,1350.0,1348.0,0,UEFA,2006-12-18
29089,7.0,Netherlands,NED,1305.0,1305.0,0,UEFA,2006-12-18
29090,8.0,Portugal,POR,1258.0,1258.0,0,UEFA,2006-12-18
29093,10.0,Czech Republic,CZE,1190.0,1190.0,0,UEFA,2006-12-18
29094,12.0,Spain,ESP,1154.0,1154.0,0,UEFA,2006-12-18
29096,14.0,Sweden,SWE,958.0,958.0,0,UEFA,2006-12-18
29097,15.0,Croatia,CRO,948.0,948.0,0,UEFA,2006-12-18
29099,17.0,Switzerland,SUI,937.0,937.0,0,UEFA,2006-12-18
29100,18.0,Ivory Coast,CIV,919.0,919.0,0,CAF,2006-12-18
29102,20.0,Mexico,MEX,883.0,887.0,0,CONCACAF,2006-12-18
29105,35.0,Paraguay,PAR,745.0,745.0,0,CONMEBOL,2006-12-18
29109,78.0,Cape Verde,CPV,413.0,413.0,0,CAF,2006-12-18
29111,80.0,Algeria,ALG,412.0,412.0,1,CAF,2006-12-18
29112,81.0,Panama,PAN,411.0,435.0,9,CONCACAF,2006-12-18
29113,82.0,Canada,CAN,399.0,399.0,0,CONCACAF,2006-12-18
29114,83.0,Iraq,IRQ,395.0,367.0,-5,AFC,2006-12-18
29126,95.0,Jordan,JOR,326.0,320.0,-1,AFC,2006-12-18
29133,51.0,South Korea,KOR,575.0,569.0,0,AFC,2006-12-18
29135,53.0,Belgium,BEL,563.0,563.0,0,UEFA,2006-12-18
29140,58.0,Qatar,QAT,523.0,525.0,1,AFC,2006-12-18
29141,59.0,Bosnia and Herzegovina,BIH,511.0,511.0,0,UEFA,2006-12-18
29146,64.0,Saudi Arabia,KSA,481.0,472.0,0,AFC,2006-12-18
29147,65.0,Austria,AUT,473.0,473.0,2,UEFA,2006-12-18
29148,66.0,DR Congo,COD,469.0,470.0,1,CAF,2006-12-18
29149,67.0,South Africa,RSA,468.0,468.0,1,CAF,2006-12-18
29161,131.0,New Zealand,NZL,172.0,172.0,0,OFC,2006-12-18
29185,102.0,Haiti,HAI,298.0,340.0,10,CONCACAF,2006-12-18
29216,69.0,South Africa,RSA,454.0,468.0,2,CAF,2007-01-17
29220,65.0,Austria,AUT,473.0,473.0,0,UEFA,2007-01-17
29221,64.0,Saudi Arabia,KSA,482.0,481.0,0,AFC,2007-01-17
29225,60.0,DR Congo,COD,502.0,469.0,-6,CAF,2007-01-17
29226,59.0,Qatar,QAT,503.0,523.0,1,AFC,2007-01-17
29227,58.0,Bosnia and Herzegovina,BIH,511.0,511.0,-1,UEFA,2007-01-17
29235,78.0,Cape Verde,CPV,413.0,413.0,0,CAF,2007-01-17
29242,94.0,Jordan,JOR,334.0,326.0,-1,AFC,2007-01-17
29244,92.0,Haiti,HAI,346.0,298.0,-10,CONCACAF,2007-01-17
29246,53.0,Belgium,BEL,563.0,563.0,0,UEFA,2007-01-17
29254,82.0,Iraq,IRQ,394.0,395.0,-1,AFC,2007-01-17
29255,81.0,Canada,CAN,399.0,399.0,-1,CONCACAF,2007-01-17
29256,80.0,Panama,PAN,411.0,411.0,-1,CONCACAF,2007-01-17
29257,78.0,Algeria,ALG,413.0,412.0,-2,CAF,2007-01-17
29259,51.0,South Korea,KOR,574.0,575.0,0,AFC,2007-01-17
29260,50.0,Norway,NOR,587.0,587.0,0,UEFA,2007-01-17
29263,21.0,Mexico,MEX,883.0,883.0,1,CONCACAF,2007-01-17
29265,19.0,Egypt,EGY,918.0,835.0,-8,CAF,2007-01-17
29266,18.0,Ivory Coast,CIV,919.0,919.0,0,CAF,2007-01-17
29267,17.0,Switzerland,SUI,937.0,937.0,0,UEFA,2007-01-17
29269,15.0,Croatia,CRO,948.0,948.0,0,UEFA,2007-01-17
29270,14.0,Sweden,SWE,958.0,958.0,0,UEFA,2007-01-17
29273,12.0,Spain,ESP,1154.0,1154.0,0,UEFA,2007-01-17
29274,10.0,Czech Republic,CZE,1190.0,1190.0,0,UEFA,2007-01-17
29276,8.0,Portugal,POR,1258.0,1258.0,0,UEFA,2007-01-17
29277,7.0,Netherlands,NED,1305.0,1305.0,0,UEFA,2007-01-17
29278,6.0,England,ENG,1359.0,1359.0,1,UEFA,2007-01-17
29279,5.0,Germany,GER,1363.0,1350.0,-1,UEFA,2007-01-17
29280,4.0,France,FRA,1523.0,1523.0,0,UEFA,2007-01-17
29281,3.0,Argentina,ARG,1551.0,1551.0,0,CONMEBOL,2007-01-17
29283,1.0,Brazil,BRA,1588.0,1588.0,0,CONMEBOL,2007-01-17
29287,26.0,Scotland,SCO,847.0,847.0,1,UEFA,2007-01-17
29290,46.0,Japan,JPN,640.0,640.0,-1,AFC,2007-01-17
29291,45.0,Uzbekistan,UZB,645.0,645.0,0,AFC,2007-01-17
29294,42.0,Morocco,MAR,684.0,703.0,3,CAF,2007-01-17
29295,41.0,Senegal,SEN,699.0,700.0,0,CAF,2007-01-17
29297,39.0,Australia,AUS,703.0,703.0,0,AFC,2007-01-17
29299,37.0,Iran,IRN,720.0,716.0,-1,AFC,2007-01-17
29301,35.0,Paraguay,PAR,745.0,745.0,0,CONMEBOL,2007-01-17
29302,34.0,Colombia,COL,755.0,758.0,0,CONMEBOL,2007-01-17
29304,32.0,Tunisia,TUN,784.0,790.0,0,CAF,2007-01-17
29305,31.0,United States,USA,792.0,792.0,0,CONCACAF,2007-01-17
29306,30.0,Uruguay,URU,806.0,806.0,1,CONMEBOL,2007-01-17
29307,29.0,Ecuador,ECU,822.0,802.0,-1,CONMEBOL,2007-01-17
29308,28.0,Ghana,GHA,828.0,816.0,0,CAF,2007-01-17
29309,27.0,Turkey,TUR,845.0,845.0,1,UEFA,2007-01-17
29390,131.0,New Zealand,NZL,172.0,172.0,0,OFC,2007-01-17
29415,78.0,Cape Verde,CPV,413.0,413.0,0,CAF,2007-02-14
29416,74.0,Panama,PAN,423.0,411.0,-6,CONCACAF,2007-02-14
29419,77.0,Qatar,QAT,414.0,503.0,18,AFC,2007-02-14
29425,80.0,Algeria,ALG,404.0,413.0,2,CAF,2007-02-14
29432,81.0,Iraq,IRQ,386.0,394.0,-1,AFC,2007-02-14
29435,63.0,Saudi Arabia,KSA,476.0,482.0,-1,AFC,2007-02-14
29443,82.0,DR Congo,COD,382.0,502.0,22,CAF,2007-02-14
29446,87.0,Canada,CAN,362.0,399.0,6,CONCACAF,2007-02-14
29451,85.0,Jordan,JOR,365.0,334.0,-9,AFC,2007-02-14
29453,92.0,Haiti,HAI,354.0,346.0,0,CONCACAF,2007-02-14
29458,26.0,Turkey,TUR,825.0,845.0,-1,UEFA,2007-02-14
29459,25.0,Ecuador,ECU,828.0,822.0,-4,CONMEBOL,2007-02-14
29460,24.0,Uruguay,URU,829.0,806.0,-6,CONMEBOL,2007-02-14
29461,22.0,Ghana,GHA,848.0,828.0,-6,CAF,2007-02-14
29462,21.0,Ivory Coast,CIV,853.0,919.0,3,CAF,2007-02-14
29463,20.0,Scotland,SCO,854.0,847.0,-6,UEFA,2007-02-14
29464,19.0,Mexico,MEX,857.0,883.0,-2,CONCACAF,2007-02-14
29467,16.0,Sweden,SWE,894.0,958.0,2,UEFA,2007-02-14
29469,14.0,Switzerland,SUI,913.0,937.0,-3,UEFA,2007-02-14
29471,12.0,Croatia,CRO,987.0,948.0,-3,UEFA,2007-02-14
29473,10.0,Spain,ESP,1161.0,1154.0,-2,UEFA,2007-02-14
29474,9.0,Czech Republic,CZE,1193.0,1190.0,-1,UEFA,2007-02-14
29475,8.0,Portugal,POR,1262.0,1258.0,0,UEFA,2007-02-14
29476,7.0,Netherlands,NED,1312.0,1305.0,0,UEFA,2007-02-14
29477,6.0,England,ENG,1330.0,1359.0,0,UEFA,2007-02-14
29478,5.0,Germany,GER,1359.0,1363.0,0,UEFA,2007-02-14
29479,4.0,France,FRA,1496.0,1523.0,0,UEFA,2007-02-14
29480,3.0,Argentina,ARG,1535.0,1551.0,0,CONMEBOL,2007-02-14
29481,2.0,Brazil,BRA,1540.0,1588.0,1,CONMEBOL,2007-02-14
29484,28.0,United States,USA,783.0,792.0,-3,CONCACAF,2007-02-14
29486,30.0,Paraguay,PAR,755.0,745.0,-5,CONMEBOL,2007-02-14
29487,31.0,Colombia,COL,726.0,755.0,-3,CONMEBOL,2007-02-14
29488,59.0,South Africa,RSA,504.0,454.0,-10,CAF,2007-02-14
29492,55.0,Bosnia and Herzegovina,BIH,532.0,511.0,-3,UEFA,2007-02-14
29495,52.0,Belgium,BEL,559.0,563.0,-1,UEFA,2007-02-14
29497,50.0,Uzbekistan,UZB,596.0,645.0,5,AFC,2007-02-14
29500,47.0,Norway,NOR,610.0,587.0,-3,UEFA,2007-02-14
29501,61.0,Austria,AUT,501.0,473.0,-4,UEFA,2007-02-14
29503,44.0,South Korea,KOR,618.0,574.0,-7,AFC,2007-02-14
29504,43.0,Morocco,MAR,639.0,684.0,1,CAF,2007-02-14
29505,42.0,Egypt,EGY,645.0,918.0,23,CAF,2007-02-14
29506,41.0,Japan,JPN,649.0,640.0,-5,AFC,2007-02-14
29508,39.0,Australia,AUS,651.0,703.0,0,AFC,2007-02-14
29509,38.0,Senegal,SEN,661.0,699.0,-3,CAF,2007-02-14
29515,32.0,Iran,IRN,720.0,720.0,-5,AFC,2007-02-14
29516,45.0,Tunisia,TUN,612.0,784.0,13,CAF,2007-02-14
29611,133.0,New Zealand,NZL,172.0,172.0,2,OFC,2007-02-14
29621,45.0,Senegal,SEN,632.0,661.0,7,CAF,2007-03-14
29622,46.0,Tunisia,TUN,617.0,612.0,1,CAF,2007-03-14
29623,48.0,South Korea,KOR,609.0,618.0,4,AFC,2007-03-14
29626,44.0,Morocco,MAR,633.0,639.0,1,CAF,2007-03-14
29627,40.0,Australia,AUS,657.0,651.0,1,AFC,2007-03-14
29628,42.0,Japan,JPN,639.0,649.0,1,AFC,2007-03-14
29629,41.0,Egypt,EGY,645.0,645.0,-1,CAF,2007-03-14
29634,43.0,Norway,NOR,637.0,610.0,-4,UEFA,2007-03-14
29637,53.0,Uzbekistan,UZB,558.0,596.0,3,AFC,2007-03-14
29638,54.0,Panama,PAN,557.0,423.0,-20,CONCACAF,2007-03-14
29639,55.0,Belgium,BEL,546.0,559.0,3,UEFA,2007-03-14
29642,58.0,Bosnia and Herzegovina,BIH,510.0,532.0,3,UEFA,2007-03-14
29644,60.0,South Africa,RSA,499.0,504.0,1,CAF,2007-03-14
29646,63.0,Austria,AUT,488.0,501.0,2,UEFA,2007-03-14
29647,64.0,Saudi Arabia,KSA,474.0,476.0,1,AFC,2007-03-14
29653,10.0,Spain,ESP,1161.0,1161.0,0,UEFA,2007-03-14
29657,3.0,Brazil,BRA,1557.0,1540.0,1,CONMEBOL,2007-03-14
29658,4.0,France,FRA,1515.0,1496.0,0,UEFA,2007-03-14
29659,5.0,Germany,GER,1390.0,1359.0,0,UEFA,2007-03-14
29660,6.0,England,ENG,1339.0,1330.0,0,UEFA,2007-03-14
29661,7.0,Netherlands,NED,1313.0,1312.0,0,UEFA,2007-03-14
29662,8.0,Portugal,POR,1288.0,1262.0,0,UEFA,2007-03-14
29663,9.0,Czech Republic,CZE,1195.0,1193.0,0,UEFA,2007-03-14
29665,12.0,Croatia,CRO,982.0,987.0,0,UEFA,2007-03-14
29668,15.0,Sweden,SWE,914.0,894.0,-1,UEFA,2007-03-14
29669,16.0,Scotland,SCO,911.0,854.0,-4,UEFA,2007-03-14
29670,17.0,Switzerland,SUI,906.0,913.0,3,UEFA,2007-03-14
29673,31.0,Colombia,COL,744.0,726.0,0,CONMEBOL,2007-03-14
29674,30.0,United States,USA,745.0,783.0,2,CONCACAF,2007-03-14
29675,29.0,Paraguay,PAR,748.0,755.0,-1,CONMEBOL,2007-03-14
29677,27.0,Turkey,TUR,815.0,825.0,1,UEFA,2007-03-14
29678,34.0,Iran,IRN,705.0,720.0,2,AFC,2007-03-14
29679,26.0,Uruguay,URU,841.0,829.0,2,CONMEBOL,2007-03-14
29683,21.0,Mexico,MEX,873.0,857.0,2,CONCACAF,2007-03-14
29684,20.0,Ivory Coast,CIV,875.0,853.0,-1,CAF,2007-03-14
29685,19.0,Ghana,GHA,881.0,848.0,-3,CAF,2007-03-14
29686,24.0,Ecuador,ECU,850.0,828.0,-1,CONMEBOL,2007-03-14
29688,1.0,Argentina,ARG,1616.0,1535.0,-2,CONMEBOL,2007-03-14
29785,129.0,New Zealand,NZL,183.0,172.0,-4,OFC,2007-03-14
29793,103.0,Canada,CAN,285.0,362.0,16,CONCACAF,2007-03-14
29802,78.0,Algeria,ALG,415.0,404.0,-2,CAF,2007-03-14
29803,79.0,Cape Verde,CPV,413.0,413.0,1,CAF,2007-03-14
29804,80.0,Qatar,QAT,403.0,414.0,3,AFC,2007-03-14
29805,81.0,Jordan,JOR,398.0,365.0,-4,AFC,2007-03-14
29806,82.0,Iraq,IRQ,393.0,386.0,1,AFC,2007-03-14
29807,83.0,DR Congo,COD,381.0,382.0,1,CAF,2007-03-14
29812,88.0,Haiti,HAI,361.0,354.0,-4,CONCACAF,2007-03-14
29832,40.0,Senegal,SEN,686.0,632.0,-5,CAF,2007-04-18
29834,42.0,Iran,IRN,673.0,705.0,8,AFC,2007-04-18
29835,43.0,Australia,AUS,668.0,657.0,3,AFC,2007-04-18
29836,44.0,Tunisia,TUN,655.0,617.0,-2,CAF,2007-04-18
29838,46.0,Japan,JPN,634.0,639.0,4,AFC,2007-04-18
29839,47.0,Bosnia and Herzegovina,BIH,628.0,510.0,-11,UEFA,2007-04-18
29840,48.0,Morocco,MAR,624.0,633.0,4,CAF,2007-04-18
29841,49.0,Norway,NOR,616.0,637.0,6,UEFA,2007-04-18
29843,51.0,South Korea,KOR,585.0,609.0,3,AFC,2007-04-18
29848,56.0,Panama,PAN,528.0,557.0,2,CONCACAF,2007-04-18
29855,39.0,Egypt,EGY,689.0,645.0,-2,CAF,2007-04-18
29856,64.0,Algeria,ALG,471.0,415.0,-14,CAF,2007-04-18
29857,62.0,Saudi Arabia,KSA,477.0,474.0,-2,AFC,2007-04-18
29858,61.0,South Africa,RSA,498.0,499.0,1,CAF,2007-04-18
29859,60.0,Uzbekistan,UZB,511.0,558.0,7,AFC,2007-04-18
29860,59.0,Belgium,BEL,512.0,546.0,4,UEFA,2007-04-18
29915,132.0,New Zealand,NZL,166.0,183.0,3,OFC,2007-04-18
29947,20.0,Switzerland,SUI,877.0,906.0,3,UEFA,2007-04-18
29950,23.0,Uruguay,URU,862.0,841.0,-3,CONMEBOL,2007-04-18
29951,24.0,Sweden,SWE,857.0,914.0,9,UEFA,2007-04-18
29952,25.0,Ivory Coast,CIV,847.0,875.0,5,CAF,2007-04-18
29953,26.0,Colombia,COL,825.0,744.0,-5,CONMEBOL,2007-04-18
29955,19.0,Scotland,SCO,885.0,911.0,3,UEFA,2007-04-18
29956,28.0,Ghana,GHA,813.0,881.0,9,CAF,2007-04-18
29957,30.0,Ecuador,ECU,780.0,850.0,6,CONMEBOL,2007-04-18
29961,75.0,Austria,AUT,422.0,488.0,12,UEFA,2007-04-18
29962,35.0,Paraguay,PAR,711.0,748.0,6,CONMEBOL,2007-04-18
29965,29.0,United States,USA,782.0,745.0,-1,CONCACAF,2007-04-18
29966,18.0,Mexico,MEX,888.0,873.0,-3,CONCACAF,2007-04-18
29967,17.0,Turkey,TUR,892.0,815.0,-10,UEFA,2007-04-18
29974,2.0,Argentina,ARG,1594.0,1616.0,1,CONMEBOL,2007-04-18
29975,3.0,Brazil,BRA,1520.0,1557.0,0,CONMEBOL,2007-04-18
29976,4.0,France,FRA,1496.0,1515.0,0,UEFA,2007-04-18
29977,5.0,Germany,GER,1393.0,1390.0,0,UEFA,2007-04-18
29978,6.0,Netherlands,NED,1302.0,1313.0,-1,UEFA,2007-04-18
29979,7.0,Portugal,POR,1292.0,1288.0,-1,UEFA,2007-04-18
29980,8.0,England,ENG,1278.0,1339.0,2,UEFA,2007-04-18
29981,9.0,Spain,ESP,1237.0,1161.0,-1,UEFA,2007-04-18
29982,10.0,Czech Republic,CZE,1169.0,1195.0,1,UEFA,2007-04-18
29984,12.0,Croatia,CRO,1011.0,982.0,0,UEFA,2007-04-18
29991,78.0,Iraq,IRQ,402.0,393.0,-4,AFC,2007-04-18
30014,80.0,Jordan,JOR,395.0,398.0,-1,AFC,2007-04-18
30018,83.0,Qatar,QAT,387.0,403.0,3,AFC,2007-04-18
30021,86.0,Haiti,HAI,373.0,361.0,-2,CONCACAF,2007-04-18
30023,84.0,DR Congo,COD,385.0,381.0,1,CAF,2007-04-18
30024,88.0,Cape Verde,CPV,357.0,413.0,9,CAF,2007-04-18
30030,94.0,Canada,CAN,342.0,285.0,-9,CONCACAF,2007-04-18
30049,127.0,New Zealand,NZL,183.0,166.0,-5,OFC,2007-05-16
30056,2.0,Brazil,BRA,1538.0,1520.0,-1,CONMEBOL,2007-05-16
30058,7.0,Portugal,POR,1300.0,1292.0,0,UEFA,2007-05-16
30059,6.0,Netherlands,NED,1309.0,1302.0,0,UEFA,2007-05-16
30060,5.0,Germany,GER,1390.0,1393.0,0,UEFA,2007-05-16
30061,4.0,France,FRA,1507.0,1496.0,0,UEFA,2007-05-16
30062,3.0,Argentina,ARG,1520.0,1594.0,1,CONMEBOL,2007-05-16
30127,8.0,England,ENG,1278.0,1278.0,0,UEFA,2007-05-16
30134,9.0,Spain,ESP,1238.0,1237.0,0,UEFA,2007-05-16
30138,51.0,South Korea,KOR,587.0,585.0,0,AFC,2007-05-16
30145,49.0,Norway,NOR,620.0,616.0,0,UEFA,2007-05-16
30146,10.0,Czech Republic,CZE,1170.0,1169.0,0,UEFA,2007-05-16
30147,60.0,Panama,PAN,514.0,528.0,4,CONCACAF,2007-05-16
30148,61.0,DR Congo,COD,512.0,385.0,-23,CAF,2007-05-16
30149,62.0,Belgium,BEL,502.0,512.0,3,UEFA,2007-05-16
30150,63.0,Saudi Arabia,KSA,484.0,477.0,1,AFC,2007-05-16
30152,65.0,Algeria,ALG,471.0,471.0,1,CAF,2007-05-16
30155,59.0,South Africa,RSA,516.0,498.0,-2,CAF,2007-05-16
30157,48.0,Bosnia and Herzegovina,BIH,621.0,628.0,1,UEFA,2007-05-16
30158,46.0,Tunisia,TUN,648.0,655.0,2,CAF,2007-05-16
30159,28.0,Ghana,GHA,819.0,813.0,0,CAF,2007-05-16
30160,29.0,United States,USA,785.0,782.0,0,CONCACAF,2007-05-16
30161,30.0,Ecuador,ECU,782.0,780.0,0,CONMEBOL,2007-05-16
30166,35.0,Paraguay,PAR,729.0,711.0,0,CONMEBOL,2007-05-16
30167,47.0,Morocco,MAR,638.0,624.0,-1,CAF,2007-05-16
30169,38.0,Egypt,EGY,694.0,689.0,-1,CAF,2007-05-16
30170,39.0,Senegal,SEN,692.0,686.0,-1,CAF,2007-05-16
30172,41.0,Iran,IRN,673.0,673.0,-1,AFC,2007-05-16
30173,42.0,Australia,AUS,668.0,668.0,-1,AFC,2007-05-16
30175,44.0,Japan,JPN,656.0,634.0,-2,AFC,2007-05-16
30189,94.0,Canada,CAN,342.0,342.0,0,CONCACAF,2007-05-16
30207,77.0,Austria,AUT,420.0,422.0,2,UEFA,2007-05-16
30209,79.0,Iraq,IRQ,402.0,402.0,1,AFC,2007-05-16
30213,83.0,Qatar,QAT,387.0,387.0,0,AFC,2007-05-16
30215,85.0,Haiti,HAI,372.0,373.0,-1,CONCACAF,2007-05-16
30218,88.0,Cape Verde,CPV,357.0,357.0,0,CAF,2007-05-16
30221,82.0,Jordan,JOR,392.0,395.0,2,AFC,2007-05-16
30222,26.0,Colombia,COL,838.0,825.0,0,CONMEBOL,2007-05-16
30223,58.0,Uzbekistan,UZB,517.0,511.0,-2,AFC,2007-05-16
30224,23.0,Uruguay,URU,862.0,862.0,0,CONMEBOL,2007-05-16
30225,12.0,Croatia,CRO,1011.0,1011.0,0,UEFA,2007-05-16
30227,14.0,Scotland,SCO,953.0,885.0,-5,UEFA,2007-05-16
30232,25.0,Ivory Coast,CIV,850.0,847.0,0,CAF,2007-05-16
30233,19.0,Turkey,TUR,896.0,892.0,2,UEFA,2007-05-16
30234,20.0,Mexico,MEX,891.0,888.0,2,CONCACAF,2007-05-16
30235,21.0,Switzerland,SUI,884.0,877.0,1,UEFA,2007-05-16
30236,22.0,Sweden,SWE,867.0,857.0,-2,UEFA,2007-05-16
30266,83.0,Austria,AUT,391.0,420.0,6,UEFA,2007-06-13
30267,84.0,Iraq,IRQ,388.0,402.0,5,AFC,2007-06-13
30268,85.0,Qatar,QAT,386.0,387.0,2,AFC,2007-06-13
30271,87.0,Jordan,JOR,377.0,392.0,5,AFC,2007-06-13
30278,95.0,Haiti,HAI,338.0,372.0,10,CONCACAF,2007-06-13
30312,36.0,Norway,NOR,737.0,620.0,-13,UEFA,2007-06-13
30339,35.0,Morocco,MAR,765.0,638.0,-12,CAF,2007-06-13
30343,7.0,Spain,ESP,1273.0,1238.0,-2,UEFA,2007-06-13
30344,8.0,England,ENG,1240.0,1278.0,0,UEFA,2007-06-13
30345,9.0,Netherlands,NED,1220.0,1309.0,3,UEFA,2007-06-13
30346,10.0,Czech Republic,CZE,1096.0,1170.0,0,UEFA,2007-06-13
30347,11.0,Croatia,CRO,1080.0,1011.0,-1,UEFA,2007-06-13
30352,16.0,United States,USA,978.0,785.0,-13,CONCACAF,2007-06-13
30353,6.0,Portugal,POR,1323.0,1300.0,-1,UEFA,2007-06-13
30354,17.0,Sweden,SWE,957.0,867.0,-5,UEFA,2007-06-13
30355,19.0,Ghana,GHA,917.0,819.0,-9,CAF,2007-06-13
30356,20.0,Ivory Coast,CIV,906.0,850.0,-5,CAF,2007-06-13
30357,21.0,Turkey,TUR,904.0,896.0,2,UEFA,2007-06-13
30366,5.0,Argentina,ARG,1373.0,1520.0,2,CONMEBOL,2007-06-13
30367,4.0,Germany,GER,1467.0,1390.0,-1,UEFA,2007-06-13
30369,2.0,France,FRA,1585.0,1507.0,-2,UEFA,2007-06-13
30370,3.0,Brazil,BRA,1484.0,1538.0,1,CONMEBOL,2007-06-13
30375,23.0,Scotland,SCO,895.0,953.0,9,UEFA,2007-06-13
30377,25.0,Switzerland,SUI,869.0,884.0,4,UEFA,2007-06-13
30378,26.0,Mexico,MEX,866.0,891.0,6,CONCACAF,2007-06-13
30380,28.0,Bosnia and Herzegovina,BIH,847.0,621.0,-20,UEFA,2007-06-13
30382,30.0,Uruguay,URU,836.0,862.0,7,CONMEBOL,2007-06-13
30383,31.0,Colombia,COL,832.0,838.0,5,CONMEBOL,2007-06-13
30396,58.0,Uzbekistan,UZB,534.0,517.0,0,AFC,2007-06-13
30400,62.0,Saudi Arabia,KSA,484.0,484.0,-1,AFC,2007-06-13
30403,65.0,DR Congo,COD,475.0,512.0,4,CAF,2007-06-13
30405,67.0,Algeria,ALG,457.0,471.0,2,CAF,2007-06-13
30406,57.0,South Africa,RSA,535.0,516.0,-2,CAF,2007-06-13
30409,71.0,Belgium,BEL,444.0,502.0,9,UEFA,2007-06-13
30415,77.0,Cape Verde,CPV,421.0,357.0,-11,CAF,2007-06-13
30419,56.0,Canada,CAN,539.0,342.0,-38,CONCACAF,2007-06-13
30427,154.0,New Zealand,NZL,96.0,183.0,27,OFC,2007-06-13
30428,37.0,Paraguay,PAR,731.0,729.0,2,CONMEBOL,2007-06-13
30430,39.0,Egypt,EGY,705.0,694.0,1,CAF,2007-06-13
30432,40.0,Japan,JPN,703.0,656.0,-4,AFC,2007-06-13
30434,43.0,Senegal,SEN,691.0,692.0,4,CAF,2007-06-13
30435,44.0,Ecuador,ECU,689.0,782.0,14,CONMEBOL,2007-06-13
30436,45.0,Tunisia,TUN,664.0,648.0,-1,CAF,2007-06-13
30438,47.0,Iran,IRN,623.0,673.0,6,AFC,2007-06-13
30439,48.0,Australia,AUS,618.0,668.0,6,AFC,2007-06-13
30442,51.0,South Korea,KOR,597.0,587.0,0,AFC,2007-06-13
30443,52.0,Panama,PAN,595.0,514.0,-8,CONCACAF,2007-06-13
30447,8.0,Portugal,POR,1146.0,1323.0,2,UEFA,2007-07-18
30448,2.0,Argentina,ARG,1476.0,1373.0,-3,CONMEBOL,2007-07-18
30468,148.0,New Zealand,NZL,111.0,96.0,-6,OFC,2007-07-18
30472,1.0,Brazil,BRA,1500.0,1484.0,-2,CONMEBOL,2007-07-18
30559,98.0,Jordan,JOR,332.0,377.0,11,AFC,2007-07-18
30560,32.0,Colombia,COL,818.0,832.0,1,CONMEBOL,2007-07-18
30562,34.0,Morocco,MAR,780.0,765.0,-1,CAF,2007-07-18
30563,35.0,Norway,NOR,737.0,737.0,-1,UEFA,2007-07-18
30564,36.0,Japan,JPN,722.0,703.0,-4,AFC,2007-07-18
30565,37.0,Ghana,GHA,721.0,917.0,18,CAF,2007-07-18
30568,40.0,Tunisia,TUN,699.0,664.0,-5,CAF,2007-07-18
30570,42.0,Egypt,EGY,687.0,705.0,3,CAF,2007-07-18
30572,44.0,Senegal,SEN,670.0,691.0,1,CAF,2007-07-18
30573,45.0,Switzerland,SUI,667.0,869.0,20,UEFA,2007-07-18
30574,46.0,Iran,IRN,666.0,623.0,-1,AFC,2007-07-18
30577,49.0,Australia,AUS,594.0,618.0,1,AFC,2007-07-18
30580,52.0,Canada,CAN,562.0,539.0,-4,CONCACAF,2007-07-18
30581,53.0,Ecuador,ECU,547.0,689.0,9,CONMEBOL,2007-07-18
30582,54.0,Uzbekistan,UZB,526.0,534.0,-4,AFC,2007-07-18
30583,31.0,Ivory Coast,CIV,821.0,906.0,11,CAF,2007-07-18
30585,29.0,Paraguay,PAR,834.0,731.0,-8,CONMEBOL,2007-07-18
30588,4.0,France,FRA,1357.0,1585.0,2,UEFA,2007-07-18
30589,5.0,Germany,GER,1311.0,1467.0,1,UEFA,2007-07-18
30590,6.0,Netherlands,NED,1195.0,1220.0,-3,UEFA,2007-07-18
30591,7.0,Croatia,CRO,1192.0,1080.0,-4,UEFA,2007-07-18
30592,9.0,Spain,ESP,1144.0,1273.0,2,UEFA,2007-07-18
30593,10.0,Mexico,MEX,1142.0,866.0,-16,CONCACAF,2007-07-18
30594,11.0,Czech Republic,CZE,1117.0,1096.0,1,UEFA,2007-07-18
30595,12.0,England,ENG,1097.0,1240.0,4,UEFA,2007-07-18
30597,14.0,United States,USA,1036.0,978.0,-2,CONCACAF,2007-07-18
30602,19.0,Uruguay,URU,949.0,836.0,-11,CONMEBOL,2007-07-18
30603,20.0,Sweden,SWE,918.0,957.0,3,UEFA,2007-07-18
30605,22.0,Scotland,SCO,895.0,895.0,-1,UEFA,2007-07-18
30607,24.0,Turkey,TUR,876.0,904.0,3,UEFA,2007-07-18
30610,27.0,Bosnia and Herzegovina,BIH,847.0,847.0,-1,UEFA,2007-07-18
30614,58.0,South Korea,KOR,511.0,597.0,7,AFC,2007-07-18
30616,82.0,Austria,AUT,391.0,391.0,-1,UEFA,2007-07-18
30617,83.0,Qatar,QAT,387.0,386.0,-2,AFC,2007-07-18
30631,57.0,Panama,PAN,518.0,595.0,5,CONCACAF,2007-07-18
30632,80.0,Iraq,IRQ,398.0,388.0,-4,AFC,2007-07-18
30634,92.0,Haiti,HAI,347.0,338.0,-3,CONCACAF,2007-07-18
